Property Ref,Account Holder 1,Account Holder 2,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Post Code,Liable From,RV,Description,Empty Y/N,Empty From,Discretionary Relief %,Mandatory Relief %,Small Business Rate Relief Y/N,Supporting Small Business Relief Y/N,Retail Hospitality and Leisure Relief Y/N
Ref:11531242615497,WHAG,,,,185A DRAKE STREET,ROCHDALE,LANCASHIRE,,OL11 1EF,08.05.2018,9600,HEALTH RELATED STUDIES SCHOOL,N,,0,80,N,N,N
Ref:11531244846192,WHAG,,,,185 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL11 1EF,08.05.2018,7000,OFFICES AND PREMISES,N,,0,80,N,N,N
Ref:11531283977436,THE LAWYERS FIRM LIMITED,,,,119 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PZ,03.09.2021,10000,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:1153129002A035,ROCHDALE BC,,,,2A SMITH STREET,ROCHDALE,,,OL16 1RE,04.11.2022,47250,Shop and Premises,N,,0,0,N,N,N
Ref:11531291005706,RABIA BUSINESS DEVELOPMENT LTD,,GND FLR 77,,DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1SB,01.04.2021,5200,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11531291292381,SURA LTD,,,,205 DRAKE STREET,ROCHDALE,LANCS,,OL11 1EF,07.05.2023,16250,RESTAURANT AND PREMISES,N,,0,0,N,N,Y
Ref:11531291407100,MELLAWOOD PROPERTIES LTD,,,,39 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1RX,30.12.2023,8800,SHOP AND PREMISES,Y,30.12.2023,0,0,N,N,N
Ref:11531291556568,TOWN CENTRE SECURITIES PLC,,DRAKE STREET EAST CAR PARK,,DRAKE STREET,ROCHDALE,,,OL16 1PR,24.05.2012,11000,CAR PARK AND PREMISES,Y,24.05.2012,0,0,N,N,N
Ref:11531291691892,ROCHDALE MBC,C/O ROCHDALE DEVELOPMENT AGENCY,RIVER STREET CAR PARK,,RIVER STREET,ROCHDALE,,,OL16 1RT,11.04.2011,5400,CAR PARK AND PREMISES,N,,0,0,N,N,N
Ref:11531291871359,ROCHCARE LTD,,,,1ST FLR 75-77,DRAKE STREET,ROCHDALE,LANCASHIRE,OL16 1SB,01.04.2005,7600,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11531292099831,NEWBARN LTD,,,,SUITE 3 AT 169 DRAKE STREET,ROCHDALE,,,OL11 1EF,01.10.2012,1825,OFFICE,N,,0,0,N,N,N
Ref:11531292403223,SIMPLY PROPERTIES (ROCHDALE) LTD,,,,129 DRAKE STREET,ROCHDALE,LANCS,,OL16 1PZ,01.05.2014,4900,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11531292538325,ROCHDALE MBC,,,,99-101 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PZ,01.04.2005,21250,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11531293596552,NEWBARN LTD,,SUITE 4,,169 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL11 1EF,12.06.2012,1900,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11531294422611,NEWBARN LTD,,,,SUITE 2 AT 169 DRAKE STREET,ROCHDALE,,,OL11 1EF,01.10.2012,1975,OFFICE,N,,0,0,N,N,N
Ref:11531294779748,YOUR CANDY VAPE LTD,,GND FLR 55,,DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1RX,19.10.2015,6300,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11531294950984,NELSON STREET CHURCH ROCHDALE,,,,19A DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1RE,12.05.2021,3550,OFFICES AND PREMISES,N,,0,80,N,N,N
Ref:11531294962456,OAKWOOD HOUSE (UK) LTD,,,,2ND FLR 75-77,DRAKE STREET,ROCHDALE,LANCASHIRE,OL16 1SB,01.02.2015,10250,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11531295452265,NEWBARN LTD,,SUITE 5,,169 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL11 1EF,12.06.2012,1800,OFFICE AND PREMISES,N,,0,0,N,N,N
Ref:11531295473446,DALE CARE AND SUPPORT LTD,,,,115 DRAKE STREET,ROCHDALE,,,OL16 1PZ,28.09.2016,7900,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11531295652552,GREAT PLACES HOUSING ASSOCIATION,,,,13 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1RE,10.01.2015,8200,SHOP AND PREMISES,Y,10.01.2015,0,0,N,N,N
Ref:1153129644056,NEWBARN LTD,,SUITE 6,,169 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL11 1EF,12.06.2012,2750,OFFICE AND PREMISES,N,,0,0,Y,N,N
Ref:11531297966102,BLUE PITS HOUSING ACTION,,SUITE 1,,169 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL11 1EF,01.06.2014,2175,OFFICE AND PREMISES,N,,0,0,Y,N,N
Ref:11531298180148,ALEEM & SON LTD,,GRND & 1ST FLOOR,,125 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PZ,01.06.2022,5800,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11531298220161,ELDAR GOLD LTD,,GND FLR & BST,,135 DRAKE STREET,ROCHDALE,,,OL16 1PN,09.01.2024,4400,SHOP AND PREMISES,Y,09.01.2024,0,0,N,N,N
Ref:11531298519079,SEARZ LTD,,GND FLR 133,,DRAKE STREET,ROCHDALE,LANCS,,OL16 1QB,01.06.2013,4850,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11531298539337,BEST ASIAN MEDIA LIMITED,,,,187 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1EF,13.04.2010,1825,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11531299655227,FUNKIE FUSION LIMITED,,THE WELLINGTON,,1 DRAKE STREET,ROCHDALE,,,OL16 1PB,08.07.2019,18250,RESTAURANT AND PREMISES,N,,0,0,N,N,Y
Ref:115347000400X9,PRIME ESTATE AGENTS,(ROCHDALE) LTD,,,6 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1LU,01.12.2017,7900,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11534700090067,VIBE ROCHDALE,,,,14 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1NT,01.07.2023,5000,SHOP AND PREMISES,N,,0,80,N,N,N
Ref:11534700280086,HIGH LEVEL (NORTHERN) TRUST,,K/A SUITE 3 1ST FLR CHAMPNESS,HALL,DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PB,01.04.2019,5600,OFFICES AND PREMISES,N,,20,80,N,N,N
Ref:11534700330069,NEW LIFE CHRISTIAN,FELLOWSHIP/ROCHDALE,,,K/A SUITE 6 2ND FLR CHAMPNESS HALL,DRAKE STREET,ROCHDALE,LANCASHIRE,OL16 1PB,01.04.2019,6100,OFFICES AND PREMISES,N,,0,80,N,N,N
Ref:11534700640079,MH LAW LIMITED,,,,96-98 DRAKE STREET,ROCHDALE,,,OL16 1PQ,17.09.2015,8800,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:1153470068006B,EARLY BREAK,,,,104-106 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PQ,21.02.2024,17250,OFFICES AND PREMISES,N,,0,80,N,N,N
Ref:11534700730043,AL MURAD (ROCHDALE) LTD,,,,120-122 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PN,01.04.2005,11500,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:11534700760068,RAJAS CHICKEN GRILL ROCHDALE,LIMITED,,,124 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PN,19.07.2018,6400,CAFE AND PREMISES,N,,0,0,Y,N,N
Ref:11534700840065,OPTIMAX DWC-LLP,,,,132 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PN,05.12.2018,16000,OFFICES AND PREMISES,Y,05.12.2018,0,0,N,N,N
Ref:11534701090027,T & S PRODUCTS LTD,,,,164A DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1QD,01.03.2017,2950,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:115347014200X7,WYATT MORRIS GOLLAND LTD,,,,200 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PJ,01.04.2005,25500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11534701450019,BROWNHILL SPECIAL SCHOOL,,TO101 1341 ST ALBANS HOUSE,,DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1UP,16.08.2023,57500,School and Premises,N,,0,0,N,N,N
Ref:11534761775737,HIGH LEVEL (NORTHERN) TRUST,,SUITE 2 1ST FLR CHAMPNESS HALL,,DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PB,01.04.2019,3200,OFFICE,N,,20,80,N,N,N
Ref:1153478038021B,ZK CARPET (ROCHDALE) LTD,,,,142 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PS,04.07.2018,10000,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11534783511043,PRIDE UTILITIES LTD,,SUITE 12 1ST FLOOR CHAMPNESS,HALL,DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 8PB,01.04.2019,5100,OFFICES,N,,0,0,Y,N,N
Ref:11534790165324,CHAMPNESS HALL TRUST,,,,OFFICES 7/8/9/9A/9B 3RD FLOOR,CHAMPNESS HALL,DRAKE STREET,ROCHDALE,OL16 1PB,22.03.2024,14250,OFFICES AND PREMISES,Y,22.04.2024,0,0,N,N,N
Ref:11534790220011,MAKIN DIXON SOLICITORS LTD,,,,22 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1TE,01.04.2017,10750,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:11534792541426,AL-RAYAN SUPERMARKET (NW) LTD,,,,110 DRAKE STREET,ROCHDALE,,,OL16 1PN,08.08.2023,15000,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:11534793090034,THE SANCTUARY TRUST LTD,,,,48-50 DRAKE STREET,ROCHDALE,,,OL16 1NZ,04.01.2021,13750,SHOP AND PREMISES,N,,20,80,N,N,N
Ref:11534793876075,PENNINE SOLICITORS LTD,(IN LIQUIDATION),,,136 DRAKE STREET,ROCHDALE,,,OL16 1PS,01.03.2008,5700,SHOP AND PREMISES,Y,26.07.2023,0,0,N,N,N
Ref:11534793896940,HABITAT HOLDINGS LTD,,,,52 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1NZ,05.05.2023,7200,SHOP AND PREMISES,Y,05.05.2023,0,0,N,N,N
Ref:11534794335601,SPEEDWELL GARAGE LTD,,UNIT 1 TOPHAMS MOTOR CENTRE,,210-216,DRAKE STREET,ROCHDALE,LANCS,OL16 1UP,01.08.2011,14500,VEHICLE REPAIR WORKSHOP AND PREMISES,N,,0,0,Y,Y,N
Ref:11534794505887,CLEARVIEW SOLICITORS LTD,,,,76 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PQ,17.04.2015,7400,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11534794561386,ROCHDALE BC,,,,36 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1NU,01.07.2023,7400,SHOP AND PREMISES,Y,01.07.2023,0,0,N,N,N
Ref:11534795023639,HIGH LEVEL (NORTHERN) TRUST,,SUITE 1A 1ST FLOOR CHAMPNESS,HALL,DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PB,01.04.2019,2450,OFFICES AND PREMISES,N,,20,80,N,N,N
Ref:11534795036153,ROCHDALE CONNECTIONS TRUST,,,,60-62 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PA,01.04.2005,14250,OFFICES & PREMISES,N,,20,80,N,N,N
Ref:11534795409827,DRAKE STREET INTERNATIONAL FOOD,STORE LTD,,,138A DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PS,09.04.2024,5400,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11534795421121,ROCHDALE REFORM ASSOC,,,,142A & 1ST FL 144,DRAKE STREET,ROCHDALE,LANCASHIRE,OL16 1PS,01.04.2005,3500,CLUB AND PREMISES,N,,0,0,Y,N,N
Ref:11534795968742,GRIFFIN DEVELOPMENTS LTD,,,,138B DRAKE STREET,ROCHDALE,,,OL16 1PS,13.07.2021,3450,OFFICES AND PREMISES,Y,13.07.2021,0,0,N,N,N
Ref:11534796138731,PLASTIC & ROOFLINE LTD,,THE TRIANGULAR BUILDING,,SCHOOL LANE,ROCHDALE,LANCS,,OL16 1PB,07.01.2019,18250,WAREHOUSE AND PREMISES,N,,0,0,N,N,Y
Ref:11534797337142,WEST VIRGINIA FC LTD,,,,4 DRAKE STREET,ROCHDALE,,,OL16 1LU,07.12.2022,7100,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11534797875193,ROCHDALE BC,,,,70 & 72 DRAKE STREET,ROCHDALE,,,OL16 1PA,01.04.2010,15000,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11534797949973,INAVATE LTD,,,,86 DRAKE STREET,ROCHDALE,LANCS,,OL16 1PB,01.12.2021,6100,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11534798488741,HIGH LEVEL (NORTHERN) TRUST,,SUITE 1B 1ST FLOOR CHAMPNESS,HALL,DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PB,01.04.2019,2550,OFFICES AND PREMISES,N,,20,80,N,N,N
Ref:11534798949320,ROCHDALE BC,,,,36A DRAKE STREET,ROCHDALE,,,OL16 1NU,04.08.2017,5700,OFFICES AND PREMISES,Y,04.08.2017,0,0,N,N,N
Ref:11534798961554,PKW LLP,,,,150 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PX,01.04.2005,12500,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11534799188663,WALK RIGHT NW LTD,,,,ROOM 2-4 AT,176 DRAKE STREET,ROCHDALE,,OL16 1UP,01.11.2018,2850,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11534799188774,WALK RIGHT NORTH WEST LTD,,,,ROOM 1 AT,176 DRAKE STREET,ROCHDALE,,OL16 1UP,01.11.2018,1200,OFFICE,N,,0,0,N,N,N
Ref:11534799188886,TDH DEVELOPMENTS UK LIMITED,,,,ROOM 6 AT,176 DRAKE STREET,ROCHDALE,,OL16 1UP,01.11.2018,1175,OFFICE,N,,0,0,Y,N,N
Ref:11534799188888,AJ COCKER ASSOCIATES LTD,,,,ROOM 5 & 8-10 AT,176 DRAKE STREET,ROCHDALE,,OL16 1UP,01.11.2018,5000,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11534799533364,INDUS PRINT LTD,,,,112 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1PN,01.04.2011,3200,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11534997553715,CASTLETON ALE HOUSE LTD,T/A D'ALE HOUSE,,,18 DRAKE STREET,ROCHDALE,LANCASHIRE,,OL16 1NT,01.11.2019,7200,HAIRDRESSING SALON AND PREMISES,N,,0,0,N,N,Y
Ref:1154690001008A,MESSRS H ROTHWELL & CO LTD,,H ROTHWELL & CO LTD,,DUKE STREET,ROCHDALE,LANCASHIRE,,OL12 0LT,01.04.2005,10000,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:1154695101035,MOBILE BROADBAND NETWORK LTD,,HUTCHISON 3G UK SITE REF,,OL0042 ON ROOF OF DUKE STREET MILL,DUKE STREET,ROCHDALE,LANCASHIRE,OL12 0LT,20.01.2009,15250,COMMUNICATION STATION AND PREMISES,N,,0,0,N,N,N
Ref:11546998200433,DUKE STREET AUTOPOINT LIMITED,,DUKE STREET AUTOPOINT LTD,,DUKE STREET,ROCHDALE,,,OL12 0LT,01.01.2007,9000,VEHICLE REPAIR WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11549300010088,TRI-CAST COMPOSITE TUBES LTD,,WATSON WORKS,,DUKE STREET,ROCHDALE,LANCASHIRE,,OL12 0LT,01.04.2005,21000,FACTORY AND PREMISES,N,,0,0,N,N,N
Ref:1154930048007A,H ROTHWELL & CO LTD,,H ROTHWELL AND CO LTD,,DUKE STREET,ROCHDALE,LANCASHIRE,,OL12 0LT,01.04.2005,15500,WAREHOUSE AND PREMISES,N,,0,0,N,N,Y
Ref:11561091151036,CR LAURENCE OF EUROPE LTD,,UNIT E2(A)2 KINGSWAY BUSINESS,PARK,JOHN BOYD DUNLOP DRIVE,ROCHDALE,LANCS,,OL16 4NG,04.06.2013,199000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11561091162381,EDMUND BELL & CO LTD,,UNIT E1(A) KINGSWAY BUSINESS,PARK,JOHN BOYD DUNLOP DRIVE,ROCHDALE,LANCS,,OL16 4NG,26.04.2011,272500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11561093984022,E.ON ENERGY SOLUTIONS LTD,,UNIT E1(B) KINGSWAY BUSINESS,PARK,JOHN BOYD DUNLOP DRIVE,ROCHDALE,LANCS,,OL16 4NG,20.04.2011,142000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11561094975092,TAKEUCHI MANUFACTURING UK LTD,,UNIT E2 (B),,KINGSWAY BUSINESS PARK,JOHN BOYD DUNLOP DRIVE,ROCHDALE,,OL16 4NG,29.09.2008,355000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11561098729740,VINDON SCIENTIFIC LTD,,UNIT E2(A)-1 KINGSWAY BUSINESS,PARK,JOHN BOYD DUNLOP DRIVE,ROCHDALE,LANCS,,OL16 4NG,22.09.2008,280000,FACTORY AND PREMISES,N,,0,0,N,N,N
Ref:11561193357783,J D SPORTS PLC,,,,JD SPORTS FASHION PLC,MICHAEL FARADAY AVENUE,KINGSWAY BUSINESS PARK,ROCHDALE,OL16 4FW,19.09.2011,5770000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11561194468894,TRADE MOULDINGS DISTRIBUTION LTD,,,,TRADE MOULDINGS CARSM HOUSE,MICHAEL FARADAY AVENUE,KINGSWAY BUSINESS PARK,ROCHDALE,OL16 4GR,23.09.2019,467500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11561795372364,HANSBERG LOGISTICS LIMITED,,,,UNIT A21,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,,OL12 0AA,11.09.2023,13750,WAREHOUSE AND PREMISES,N,,0,0,N,Y,N
Ref:11561795372365,GALLERIA HOMES LTD,,,,UNIT A22,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,,OL12 0AA,01.07.2018,8400,WAREHOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:11561795372366,SINOLONG TRADING LTD,,,,UNIT A23,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,,OL12 0AA,01.11.2018,8100,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:11561795744910,BIZSPACE LTD,,,,1ST FLOOR UNIT C7,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,,OL12 0AA,31.07.2021,11750,WORKSHOP AND PREMISES,Y,31.07.2021,0,0,N,N,N
Ref:11561796281424,CREATIVE LED LTD,,,,UNIT D6,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,,OL12 0AA,28.06.2021,21500,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:11561796281425,E.C.CREATIVE SERVICES LIMITED,,,,UNIT D7,FIELDHOUSE INDUSTRIAL ESTATE,ROCHDALE,,OL12 0AA,22.03.2021,27250,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:11576590104A01,ODYSSEY (G.B) LIMITED,,,,104A DURHAM STREET,ROCHDALE,,,OL11 1LS,30.06.2022,5000,WAREHOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:11576596016769,AN DESIGNER LTD,,,,36 DURHAM STREET,ROCHDALE,LANCS,,OL11 1JJ,01.07.2019,5400,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:1157659603601,LINK WHOLESALE LTD,,,,34 DURHAM STREET,ROCHDALE,,,OL11 1JJ,01.04.2019,6800,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11597400260034,IMPACT PARTNERSHIP ESTATES,,,,26 EAFIELD ROAD,ROCHDALE,LANCASHIRE,,OL16 2TH,13.11.2008,4550,PLAY CENTRE & PREMISES,Y,13.11.2008,0,0,N,N,N
Ref:11606495185838,ROCHDALE PETRUS COMM,,,,18A EAST STREET,ROCHDALE,LANCASHIRE,,OL16 2EG,01.08.2021,4250,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11615190003062,AK SLOUGH LIMITED,,,,3 EASTGATE STREET,ROCHDALE,,,OL16 1DH,01.11.2023,5200,Shop and Premises,N,,0,0,N,N,N
Ref:11615190005047,BOBAUK SUPPLIES LTD,,,,5 EASTGATE STREET,ROCHDALE,,,OL16 1DH,03.01.2024,5400,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:11627300590095,ROCHDALE MBC,,DENEHURST,,EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5AU,01.04.2005,17500,OFFICES AND PREMISES,Y,05.12.2012,0,0,N,N,N
Ref:11627300860001,FZNG LTD,T/A IMPECCABLE DRY CLEANERS,,,297 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5AQ,22.12.2021,10750,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:1162730087008A,LANE END ROAD LTD,T/A MIAMI CRISPY,,,305 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5AQ,15.12.2023,10750,CAFE AND PREMISES,Y,15.12.2023,0,0,N,N,N
Ref:11627300890026,BESTWAY PANACEA HOLDINGS LTD,T/A WELL,,,309-311 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5AQ,06.10.2014,22250,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:11627300900016,LANE END ROAD LTD,T/A MIAMI CRISPY,,,303 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5AQ,15.12.2023,10750,SHOP AND PREMISES,Y,15.12.2023,0,0,N,N,N
Ref:116273009001X3,S&PB RETAIL (LIVERPOOL) LIMITED,,,,301 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5AQ,01.06.2022,11500,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:11627300910094,BOYLESPORTS (UK) LIMITED,,,,313 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5AQ,27.03.2024,10750,BETTING SHOP AND PREMISES,N,,0,0,N,N,N
Ref:11627300950161,EDENFIELD ROAD SURGERY,,DR VERITY & PARTNERS CUTGATE,SURGERY,EDENFIELD ROAD,ROCHDALE,LANCS,,OL12 5AU,01.04.2014,17750,SURGERY AND PREMISES,N,,0,0,N,N,N
Ref:11627300952746,CO-OPERATIVE GROUP LIMITED,,,,THE CO-OPERATIVE FOODSTORE,315-317 EDENFIELD ROAD,ROCHDALE,,OL11 5AQ,20.12.2016,38000,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:11627300953917,BARNARDO'S,,,,317A EDENFIELD ROAD,ROCHDALE,,,OL11 5AQ,20.12.2016,13000,SHOP AND PREMISES,N,,0,80,N,N,N
Ref:11627301390068,ROCHDALE GOLF CLUB,,ROCHDALE GOLF CLUB,,EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5YR,01.04.2005,59500,GOLF COURSE AND PREMISES,N,,0,0,N,N,Y
Ref:11627301780074,ORBEN (NORDEN) LTD,,NORDEN ARMS,,539 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5XH,01.07.2023,10435,PUBLIC HOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:116273020500X7,EASY ST PERSONAL TRAINING LTD,,,,605 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5XE,07.08.2017,13250,GYMNASIUM AND PREMISES,N,,0,0,Y,N,Y
Ref:11627302250091,TRUE TASTE OF INDIA (NORDEN) LTD,,,,673 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5XE,24.05.2011,8600,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11627302280006,GARDEN OF EDEN - NORDEN LIMITED,,,,679 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5XE,26.01.2014,4950,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11627302340067,NORDEN SERVICES LTD,,,,691 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5SL,29.09.2009,4900,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11627302360003,A J PROPERTIES (NORTH WEST) LTD,T/A A J PROPERTIES,,,693 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5SL,01.04.2005,7700,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:11627302600005,TDLM LTD,,,,731 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5TT,05.04.2013,10000,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:1162730263002A,MARSTONS PLC,,BRIDGE INN,,743 EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5TT,13.12.2011,10700,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,N
Ref:1162734252589C,RONTEC WATFORD LTD,,,,WOODYARD GARAGE,EDENFIELD ROAD,ROCHDALE,,OL11 5XR,07.07.2016,34000,Petrol Filling Station and Premises,N,,0,0,N,N,N
Ref:11627390264165,CO-OPERATIVE GROUP LTD,,,,293-295 EDENFIELD ROAD,ROCHDALE,,,OL11 5AQ,24.05.2018,21750,FUNERAL DIRECTORS AND PREMISES,N,,0,0,N,N,N
Ref:11627391085634,R B C (ROCHDALE) LTD,,"FRANK RIGG LTD, THE WORKS",,EDENFIELD ROAD,ROCHDALE,,,OL11 5XR,21.10.2009,7400,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:11627391393937,ROSCOE BUILDING CO LTD,,,,489 EDENFIELD ROAD,ROCHDALE,,,OL11 5XR,21.10.2009,2550,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:11627392611183,THE AESTHETIC ROOMS (NW)LTD,,GND FLR,,657 EDENFIELD ROAD,ROCHDALE,LANCS,,OL11 5XE,01.02.2017,7300,CLINIC AND PREMISES,N,,0,0,Y,N,N
Ref:11627392707120,NORDEN COMM TRUST,,NORDEN COMMUNITY TRUST,,691 EDENFIELD ROAD,ROCHDALE,LANCS,,OL11 5AQ,02.08.2010,8400,COMMUNITY CENTRE AND PREMISES,N,,0,80,N,N,Y
Ref:11627393296893,SUPERTOTS DAY NURSERIES LTD,,SUPERTOTS DAY NURSERY,189-191,EDENFIELD ROAD,ROCHDALE,LANCASHIRE,,OL11 5AF,01.04.2005,34250,DAY NURSERY AND PREMISES,N,,0,0,N,N,N
Ref:11627395686667,C M M ESTATES LTD,,,,671A EDENFIELD ROAD,ROCHDALE,,,OL11 5XE,01.04.2021,7100,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:11627395686669,THE SALON NORDEN LTD,,,,669-671 EDENFIELD ROAD,ROCHDALE,,,OL11 5XE,10.11.2017,16000,BEAUTY SALON AND PREMISES,N,,0,0,N,N,Y
Ref:11627395931038,NORDEN BRANCH SURGERY,,NORDEN BRANCH SURGERY,,EDENFIELD ROAD,ROCHDALE,LANCS,,OL11 5AQ,02.08.2010,7800,SURGERY AND PREMISES,N,,0,0,N,N,N
